year,month,day,rh,precip,tmean,tmax,tmin,date
2012,2,6,77.3,1.2,10.9,15.4,6.0,2012-02-06
2012,2,7,70.3,7.6,11.9,15.6,6.6,2012-02-07
2012,2,8,72.9,,10.6,15.8,4.2,2012-02-08
2012,2,9,64.3,,12.5,15.6,7.2,2012-02-09
2012,2,10,,18.8,,12.6,7.0,2012-02-10
2012,2,11,78.2,34.0,10.3,14.4,6.0,2012-02-11
2012,2,12,84.0,6.6,9.5,14.2,5.0,2012-02-12
2012,2,13,86.5,20.2,8.6,13.8,5.6,2012-02-13
2012,2,14,87.5,11.3,8.8,13.6,5.4,2012-02-14
2012,2,15,84.6,23.0,8.8,13.8,4.6,2012-02-15
2012,2,16,81.4,1.2,8.9,13.0,4.0,2012-02-16
2012,2,17,79.4,18.4,10.3,13.8,6.4,2012-02-17
2012,2,18,89.5,9.9,7.2,12.2,3.8,2012-02-18
2012,2,19,,27.4,,13.2,4.8,2012-02-19
2012,2,20,84.0,2.4,7.9,11.4,4.6,2012-02-20
2012,2,21,69.1,1.8,9.7,15.6,2.4,2012-02-21
2012,2,22,80.0,19.8,9.8,15.0,6.4,2012-02-22
2012,2,23,81.9,0.2,8.9,13.8,3.8,2012-02-23
2012,2,24,,0.4,,13.2,5.8,2012-02-24
2012,2,25,66.7,0.0,11.0,15.4,3.2,2012-02-25
2012,2,26,67.5,11.6,11.5,15.8,5.0,2012-02-26
2012,2,27,74.5,8.0,10.7,15.6,6.0,2012-02-27
2012,2,28,73.9,4.6,10.7,15.8,5.8,2012-02-28
2012,2,29,,9.2,,14.8,5.4,2012-02-29
2012,3,1,82.1,3.1,9.2,13.8,6.2,2012-03-01
2012,3,2,83.7,9.5,9.5,13.0,6.4,2012-03-02
2012,3,3,75.7,16.7,10.4,15.0,5.0,2012-03-03
2012,3,4,79.0,4.3,9.7,14.0,6.0,2012-03-04
2012,3,5,73.7,3.3,10.6,15.8,5.4,2012-03-05
2012,3,6,79.1,22.5,10.3,14.0,6.2,2012-03-06
2012,3,7,77.0,26.2,10.5,14.2,5.8,2012-03-07
2012,3,8,82.9,27.5,8.8,13.2,5.4,2012-03-08
2012,3,9,79.0,10.6,8.4,12.0,3.2,2012-03-09
2012,3,10,70.1,0.5,9.8,13.0,3.8,2012-03-10
2012,3,11,74.9,10.1,9.6,13.8,4.4,2012-03-11
2012,3,12,74.8,,9.9,13.8,4.0,2012-03-12
2012,3,13,58.7,0.0,11.5,15.8,3.4,2012-03-13
2012,3,14,51.2,0.0,11.3,15.6,1.6,2012-03-14
2012,3,15,73.3,9.8,10.3,13.8,6.4,2012-03-15
2012,3,16,71.4,0.0,10.8,15.8,6.0,2012-03-16
2012,3,17,70.8,2.2,11.9,16.4,6.6,2012-03-17
2012,3,18,66.5,0.0,12.1,16.4,6.2,2012-03-18
2012,3,19,63.3,0.0,12.8,18.0,6.0,2012-03-19
2012,3,20,60.4,2.0,13.0,15.8,5.8,2012-03-20
2012,3,21,68.1,,11.2,16.4,6.0,2012-03-21
2012,3,22,59.0,0.0,13.3,18.0,4.6,2012-03-22
2012,3,23,55.6,0.0,11.9,17.4,3.8,2012-03-23
2012,3,24,64.1,0.0,12.5,17.0,6.6,2012-03-24
2012,3,25,63.7,17.4,11.9,16.0,5.0,2012-03-25
2012,3,26,71.0,23.0,11.1,16.2,4.2,2012-03-26
2012,3,27,78.1,0.8,9.5,14.0,4.8,2012-03-27
2012,3,28,80.0,4.2,9.7,14.0,6.0,2012-03-28
2012,3,29,,16.2,,16.0,5.2,2012-03-29
2012,3,30,78.6,0.0,9.7,13.8,5.0,2012-03-30
2012,3,31,71.5,0.0,10.3,13.8,6.0,2012-03-31
2012,4,1,,12.4,,14.0,6.2,2012-04-01
2012,4,2,70.4,0.6,10.9,15.6,3.8,2012-04-02
2012,4,3,77.2,0.0,9.3,14.2,4.2,2012-04-03
2012,4,4,70.0,1.4,10.1,15.6,6.2,2012-04-04
2012,4,5,63.3,0.0,11.6,16.4,5.4,2012-04-05
2012,4,6,62.2,1.2,11.5,16.0,5.8,2012-04-06
2012,4,7,66.3,0.0,10.5,14.8,5.2,2012-04-07
2012,4,8,66.3,0.0,11.8,15.8,3.8,2012-04-08
2012,4,9,62.8,,12.1,15.4,5.0,2012-04-09
2012,4,10,65.9,0.6,10.9,15.6,4.2,2012-04-10
2012,4,11,76.4,2.4,10.0,13.8,6.0,2012-04-11
2012,4,12,,15.4,,14.0,,2012-04-12
2012,4,13,75.9,0.8,10.3,15.4,4.0,2012-04-13
2012,4,14,69.4,5.2,10.4,15.6,3.8,2012-04-14
2012,4,15,81.2,10.5,8.8,14.2,4.0,2012-04-15
2012,4,16,70.0,1.6,10.9,15.8,5.4,2012-04-16
2012,4,17,73.8,0.0,10.6,14.4,7.0,2012-04-17
2012,4,18,,1.2,,14.2,,2012-04-18
2012,4,19,76.4,0.0,10.7,15.4,4.0,2012-04-19
2012,4,20,63.3,,12.5,15.6,3.8,2012-04-20
2012,4,21,73.6,1.3,10.5,14.6,4.6,2012-04-21
2012,4,22,77.2,0.4,9.9,14.0,4.2,2012-04-22
2012,4,23,73.1,2.6,11.3,16.0,5.8,2012-04-23
2012,4,24,75.5,0.5,10.2,15.6,7.0,2012-04-24
2012,4,25,62.4,0.0,11.9,15.8,6.2,2012-04-25
2012,4,26,60.8,2.0,10.7,16.2,4.2,2012-04-26
2012,4,27,67.0,0.0,10.9,15.2,5.8,2012-04-27
2012,4,28,62.5,0.0,9.9,14.2,3.4,2012-04-28
2012,4,29,61.4,0.0,8.9,14.4,0.8,2012-04-29
2012,4,30,52.8,0.0,11.6,15.0,3.0,2012-04-30
2012,5,1,62.3,0.0,9.7,14.2,3.6,2012-05-01
2012,5,2,64.9,0.0,9.2,14.6,3.0,2012-05-02
2012,5,3,53.2,0.0,10.5,15.6,2.8,2012-05-03
2012,5,4,56.5,0.0,11.5,15.8,2.4,2012-05-04
2012,5,5,53.9,0.0,11.0,15.6,3.0,2012-05-05
2012,5,6,59.0,0.0,10.3,15.0,2.8,2012-05-06
2012,5,7,62.0,0.0,9.8,15.4,2.6,2012-05-07
2012,5,8,56.8,0.0,9.7,14.4,1.8,2012-05-08
2012,5,9,58.6,0.0,9.1,15.6,1.4,2012-05-09
2012,5,10,51.3,0.0,11.9,16.4,2.6,2012-05-10
2012,5,11,57.8,0.0,10.7,18.2,3.2,2012-05-11
2012,5,12,70.8,0.0,8.9,15.6,2.4,2012-05-12
2012,5,13,59.0,0.0,10.0,16.0,3.0,2012-05-13
2012,5,14,57.5,0.0,9.1,14.6,0.6,2012-05-14
2012,5,15,52.0,0.0,8.1,15.2,-0.2,2012-05-15
2012,5,16,50.6,0.0,7.4,13.6,-1.2,2012-05-16
2012,5,17,48.8,0.0,8.3,15.6,-1.0,2012-05-17
2012,5,18,54.6,0.0,8.1,15.8,0.2,2012-05-18
2012,5,19,52.0,0.0,8.2,14.8,0.4,2012-05-19
2012,5,20,57.6,0.0,9.7,14.6,1.8,2012-05-20
2012,5,21,58.3,0.0,8.1,15.4,1.4,2012-05-21
2012,5,22,56.1,0.0,8.7,15.2,1.6,2012-05-22
2012,5,23,53.8,0.0,8.0,13.8,-0.2,2012-05-23
2012,5,24,50.5,0.0,7.9,14.6,-0.6,2012-05-24
2012,5,25,50.2,0.0,8.1,14.8,-0.4,2012-05-25
2012,5,26,53.8,0.0,7.0,14.2,-1.0,2012-05-26
2012,5,27,52.9,0.0,7.1,15.4,-1.2,2012-05-27
2012,5,28,54.2,0.0,7.2,15.4,-0.8,2012-05-28
2012,5,29,61.2,0.0,7.9,15.2,-0.2,2012-05-29
2012,5,30,56.3,0.0,8.6,14.2,0.4,2012-05-30
2012,5,31,53.6,0.0,8.0,14.6,-0.6,2012-05-31
2012,6,1,56.5,0.0,7.3,14.6,-0.2,2012-06-01
2012,6,2,52.4,0.0,8.9,15.6,-0.4,2012-06-02
2012,6,3,48.9,0.0,8.3,15.8,-0.2,2012-06-03
2012,6,4,49.1,0.0,7.3,15.2,-1.6,2012-06-04
2012,6,5,43.5,0.0,8.2,15.8,-2.2,2012-06-05
2012,6,6,55.4,0.0,8.0,13.8,-0.8,2012-06-06
2012,6,7,49.9,0.0,10.1,15.2,1.4,2012-06-07
2012,6,8,57.0,0.0,8.7,15.4,1.8,2012-06-08
2012,6,9,56.8,0.0,8.7,15.4,2.0,2012-06-09
2012,6,10,54.9,0.0,7.3,12.8,-0.4,2012-06-10
2012,6,11,62.4,0.2,8.9,14.0,2.4,2012-06-11
2012,6,12,52.1,0.0,8.4,14.2,1.0,2012-06-12
2012,6,13,47.4,0.0,8.1,14.4,-0.6,2012-06-13
2012,6,14,56.8,0.0,7.5,13.2,0.6,2012-06-14
2012,6,15,55.2,0.0,7.9,14.2,0.8,2012-06-15
2012,6,16,57.1,0.0,7.1,14.0,0.0,2012-06-16
2012,6,17,52.3,0.0,9.0,17.0,0.2,2012-06-17
2012,6,18,48.7,0.0,8.5,15.0,-1.0,2012-06-18
2012,6,19,44.2,0.0,9.3,16.6,-0.8,2012-06-19
2012,6,20,38.0,0.0,10.3,18.0,-1.2,2012-06-20
2012,6,21,39.1,0.0,9.2,17.2,-1.0,2012-06-21
2012,6,22,48.0,0.0,7.5,15.6,-1.8,2012-06-22
2012,6,23,54.4,0.0,7.1,13.6,-0.6,2012-06-23
2012,6,24,46.4,0.0,8.4,15.0,1.0,2012-06-24
2012,6,25,45.7,0.0,7.9,14.2,-1.0,2012-06-25
2012,6,26,53.4,0.0,7.9,12.8,0.8,2012-06-26
2012,6,27,56.9,0.0,7.9,14.4,1.0,2012-06-27
2012,6,28,44.5,0.0,7.1,14.4,-0.8,2012-06-28
2012,6,29,51.9,0.0,7.2,15.6,-1.2,2012-06-29
2012,6,30,53.3,0.0,6.9,14.0,-1.4,2012-06-30
2012,7,1,53.9,0.0,6.7,13.8,-1.6,2012-07-01
2012,7,2,43.9,0.0,8.3,15.8,-1.6,2012-07-02
2012,7,3,44.7,0.0,7.9,15.0,-1.4,2012-07-03
2012,7,4,45.5,0.0,8.8,17.0,-0.4,2012-07-04
2012,7,5,50.4,0.0,8.7,16.8,1.2,2012-07-05
2012,7,6,52.8,0.0,8.6,13.8,-1.0,2012-07-06
2012,7,7,51.2,0.0,8.9,15.0,0.8,2012-07-07
2012,7,8,55.3,,9.1,12.8,4.6,2012-07-08
2012,7,9,49.6,0.0,9.0,16.4,-0.6,2012-07-09
2012,7,10,52.7,0.0,8.7,16.6,-0.2,2012-07-10
2012,7,11,52.0,0.0,9.0,16.2,-0.4,2012-07-11
2012,7,12,49.0,0.0,7.8,14.2,-1.0,2012-07-12
2012,7,13,44.5,0.0,8.3,17.4,-0.6,2012-07-13
2012,7,14,53.2,0.0,7.7,15.0,-0.8,2012-07-14
2012,7,15,56.5,0.0,6.9,17.4,-0.8,2012-07-15
2012,7,16,47.6,0.0,7.1,14.6,-2.0,2012-07-16
2012,7,17,53.9,0.0,5.3,12.4,-4.0,2012-07-17
2012,7,18,52.0,0.0,5.5,12.6,-1.8,2012-07-18
2012,7,19,53.9,0.0,5.7,12.4,-1.6,2012-07-19
2012,7,20,47.2,0.0,5.7,13.8,-3.2,2012-07-20
2012,7,21,49.8,0.0,7.2,14.6,-2.0,2012-07-21
2012,7,22,50.4,0.0,7.7,14.6,-1.8,2012-07-22
2012,7,23,49.9,0.0,7.8,16.2,-1.2,2012-07-23
2012,7,24,51.8,0.0,7.7,15.0,-0.2,2012-07-24
2012,7,25,44.8,0.0,8.1,15.8,-0.8,2012-07-25
2012,7,26,44.4,0.0,9.5,16.8,0.8,2012-07-26
2012,7,27,43.9,0.0,8.9,15.0,0.4,2012-07-27
2012,7,28,51.4,0.0,9.5,17.0,1.0,2012-07-28
2012,7,29,49.7,0.0,10.3,15.8,0.4,2012-07-29
2012,7,30,61.2,,9.7,15.8,2.0,2012-07-30
2012,7,31,48.9,0.0,11.2,16.2,3.6,2012-07-31
2012,8,1,55.3,0.0,9.1,16.0,1.2,2012-08-01
2012,8,2,51.7,0.0,10.5,16.4,0.4,2012-08-02
2012,8,3,50.4,0.0,10.5,16.4,0.2,2012-08-03
2012,8,4,49.0,0.0,10.5,16.0,0.0,2012-08-04
2012,8,5,44.7,0.0,8.9,14.8,0.4,2012-08-05
2012,8,6,46.0,0.0,8.4,15.2,-1.0,2012-08-06
2012,8,7,47.7,0.0,7.0,15.8,-1.2,2012-08-07
2012,8,8,36.7,0.0,9.7,15.8,-1.4,2012-08-08
2012,8,9,41.0,0.0,9.5,15.6,-1.0,2012-08-09
2012,8,10,49.1,0.0,8.2,15.2,-1.4,2012-08-10
2012,8,11,49.3,0.0,8.6,15.4,-1.0,2012-08-11
2012,8,12,45.6,0.0,8.8,15.2,-0.8,2012-08-12
2012,8,13,,0.0,,,0.2,2012-08-13
2012,8,14,54.5,0.0,10.1,16.4,0.8,2012-08-14
2012,8,15,40.2,0.0,8.1,16.2,-1.8,2012-08-15
2012,8,16,42.0,0.0,9.1,16.4,-2.0,2012-08-16
2012,8,17,45.9,0.0,9.3,16.8,1.2,2012-08-17
2012,8,18,44.9,,7.5,16.2,-3.0,2012-08-18
2012,8,19,49.3,0.0,9.1,15.4,1.4,2012-08-19
2012,8,20,40.3,0.0,7.5,14.4,-3.0,2012-08-20
2012,8,21,48.1,0.0,8.3,14.8,-1.8,2012-08-21
2012,8,22,50.0,0.0,9.3,16.2,0.2,2012-08-22
2012,8,23,46.5,0.0,9.6,17.6,0.0,2012-08-23
2012,8,24,49.8,0.0,10.2,16.6,1.4,2012-08-24
2012,8,25,57.1,5.6,11.4,16.2,5.0,2012-08-25
2012,8,26,53.0,0.0,10.3,15.8,4.2,2012-08-26
2012,8,27,53.7,0.0,10.4,16.0,3.4,2012-08-27
2012,8,28,52.4,0.0,9.4,15.6,0.2,2012-08-28
2012,8,29,50.4,0.0,9.5,17.4,0.4,2012-08-29
2012,8,30,45.6,0.0,9.2,15.4,-0.8,2012-08-30
2012,8,31,49.5,0.0,8.4,14.8,-1.4,2012-08-31
2012,9,1,50.1,0.0,10.0,15.7,-0.8,2012-09-01
2012,9,2,46.5,0.0,10.9,17.0,1.4,2012-09-02
2012,9,3,59.4,0.0,9.9,15.4,4.0,2012-09-03
2012,9,4,57.7,0.0,10.2,14.8,4.6,2012-09-04
2012,9,5,50.1,0.0,10.3,14.6,0.4,2012-09-05
2012,9,6,54.5,0.0,11.1,16.0,1.6,2012-09-06
2012,9,7,52.4,0.0,11.5,17.8,2.2,2012-09-07
2012,9,8,,0.0,,,2.4,2012-09-08
2012,9,9,54.2,0.0,11.2,15.6,6.0,2012-09-09
2012,9,10,51.1,0.0,11.8,16.0,3.6,2012-09-10
2012,9,11,45.5,0.0,12.2,17.6,3.8,2012-09-11
2012,9,12,53.6,0.0,12.0,16.6,3.4,2012-09-12
2012,9,13,,0.0,,15.0,5.0,2012-09-13
2012,9,14,54.9,0.0,9.3,13.8,2.4,2012-09-14
2012,9,15,,6.8,,14.8,2.8,2012-09-15
2012,9,16,51.0,0.0,11.4,17.6,1.0,2012-09-16
2012,9,17,47.7,0.0,13.0,16.4,3.6,2012-09-17
2012,9,18,48.4,0.0,12.9,16.8,3.2,2012-09-18
2012,9,19,51.1,0.0,9.9,16.4,0.8,2012-09-19
2012,9,20,45.9,0.0,11.2,15.8,0.6,2012-09-20
2012,9,21,47.3,0.0,9.9,14.4,-1.4,2012-09-21
2012,9,22,57.4,0.0,10.9,16.8,4.0,2012-09-22
2012,9,23,55.4,0.0,11.4,15.6,1.8,2012-09-23
2012,9,24,43.2,0.0,12.0,17.0,3.0,2012-09-24
2012,9,25,56.2,0.0,10.7,15.8,3.6,2012-09-25
2012,9,26,,1.4,,12.4,6.6,2012-09-26
2012,9,27,64.9,1.6,9.9,12.6,5.6,2012-09-27
2012,9,28,63.6,0.0,10.5,15.6,2.8,2012-09-28
2012,9,29,50.9,0.0,12.1,16.4,3.6,2012-09-29
2012,9,30,55.3,,11.9,16.2,3.8,2012-09-30
2012,10,1,57.9,0.0,11.3,16.6,4.2,2012-10-01
2012,10,2,44.2,0.0,12.0,16.4,3.2,2012-10-02
2012,10,3,45.0,0.0,12.0,16.0,1.0,2012-10-03
2012,10,4,39.2,0.0,13.7,18.4,3.8,2012-10-04
2012,10,5,44.7,0.0,12.1,16.4,4.0,2012-10-05
2012,10,6,54.7,0.2,11.5,16.2,3.0,2012-10-06
2012,10,7,52.8,0.0,11.1,15.8,1.4,2012-10-07
2012,10,8,63.1,0.0,10.7,13.8,6.4,2012-10-08
2012,10,9,51.6,0.0,12.5,17.2,5.0,2012-10-09
2012,10,10,49.6,,13.4,18.4,4.0,2012-10-10
2012,10,11,55.1,0.0,10.1,14.6,3.0,2012-10-11
2012,10,12,50.6,0.0,12.2,17.6,2.6,2012-10-12
2012,10,13,49.3,0.0,13.3,18.0,4.8,2012-10-13
2012,10,14,57.6,,13.3,19.2,7.6,2012-10-14
2012,10,15,48.9,0.0,13.1,18.0,4.0,2012-10-15
2012,10,16,53.7,0.0,13.4,18.6,4.4,2012-10-16
2012,10,17,55.2,0.0,13.4,18.2,6.4,2012-10-17
2012,10,18,52.0,0.0,13.7,17.8,5.8,2012-10-18
2012,10,19,52.1,0.0,13.9,18.8,5.0,2012-10-19
2012,10,20,57.5,4.5,13.6,18.6,5.2,2012-10-20
2012,10,21,,0.4,,19.2,4.6,2012-10-21
2012,10,22,52.4,0.0,13.5,18.6,4.8,2012-10-22
2012,10,23,50.1,0.0,14.2,19.0,4.0,2012-10-23
2012,10,24,57.2,0.0,13.4,16.8,6.4,2012-10-24
2012,10,25,68.0,1.8,13.6,18.6,7.2,2012-10-25
2012,10,26,64.3,0.2,13.3,16.8,6.6,2012-10-26
2012,10,27,,,,16.8,7.0,2012-10-27
2012,10,28,61.1,0.5,13.1,17.4,7.6,2012-10-28
2012,10,29,56.2,0.0,13.8,18.2,7.6,2012-10-29
2012,10,30,58.7,0.0,13.9,18.8,8.2,2012-10-30
2012,10,31,65.0,0.0,12.3,17.4,7.8,2012-10-31
2012,11,1,67.2,,,,,2012-11-01
2012,11,2,,4.0,,,,2012-11-02
2012,11,3,62.4,0.0,,,,2012-11-03
2012,11,4,61.6,3.6,,,,2012-11-04
2012,11,5,64.4,44.4,,,,2012-11-05
2012,11,6,65.6,0.8,,,,2012-11-06
2012,11,7,53.5,0.0,,,,2012-11-07
2012,11,8,51.0,0.0,,,,2012-11-08
2012,11,9,55.0,0.0,,,,2012-11-09
2012,11,10,53.4,0.0,,,,2012-11-10
2012,11,11,61.1,0.0,,,,2012-11-11
2012,11,12,57.7,0.0,,,,2012-11-12
2012,11,13,59.7,0.0,,,,2012-11-13
2012,11,14,59.0,0.0,,,,2012-11-14
2012,11,15,52.8,0.0,,,,2012-11-15
2012,11,16,,6.4,,,,2012-11-16
2012,11,17,68.5,4.0,,,,2012-11-17
2012,11,18,76.6,1.0,,,,2012-11-18
2012,11,19,62.8,0.0,,,,2012-11-19
2012,11,20,64.8,4.2,,,,2012-11-20
2012,11,21,67.3,,,,,2012-11-21
2012,11,22,59.2,0.0,,,,2012-11-22
2012,11,23,59.1,0.0,,,,2012-11-23
2012,11,24,51.0,0.2,,,,2012-11-24
2012,11,25,60.4,0.0,,,,2012-11-25
2012,11,26,55.0,0.0,,,,2012-11-26
2012,11,27,58.4,0.0,,,,2012-11-27
2012,11,28,,0.5,,,,2012-11-28
2012,11,29,61.6,0.0,,,,2012-11-29
2012,11,30,,0.4,,,,2012-11-30
2012,12,1,65.3,1.0,12.9,16.2,7.4,2012-12-01
2012,12,2,67.5,18.4,12.5,15.8,7.2,2012-12-02
2012,12,3,68.8,9.8,10.9,16.0,4.6,2012-12-03
2012,12,4,,8.2,,16.6,4.8,2012-12-04
2012,12,5,78.5,4.8,9.8,12.4,6.4,2012-12-05
2012,12,6,69.9,3.0,11.6,15.4,7.0,2012-12-06
2012,12,7,,0.0,,14.4,8.0,2012-12-07
2012,12,8,76.3,2.4,10.4,13.2,7.2,2012-12-08
2012,12,9,71.7,0.0,11.3,14.0,6.4,2012-12-09
2012,12,10,,0.0,,15.6,8.2,2012-12-10
2012,12,11,,0.0,,14.8,8.0,2012-12-11
2012,12,12,,,,16.2,8.6,2012-12-12
2012,12,13,,12.4,,16.4,7.8,2012-12-13
2012,12,14,82.1,5.8,9.7,12.4,5.2,2012-12-14
2012,12,15,74.5,18.5,11.0,14.6,7.0,2012-12-15
2012,12,16,77.1,10.7,10.2,13.6,6.0,2012-12-16
2012,12,17,85.3,18.5,10.0,15.6,7.0,2012-12-17
2012,12,18,,12.4,,15.4,7.2,2012-12-18
2012,12,19,79.7,6.8,9.9,13.2,6.4,2012-12-19
2012,12,20,69.1,0.0,11.1,14.6,4.0,2012-12-20
2012,12,21,68.8,,11.5,14.8,4.2,2012-12-21
2012,12,22,84.2,7.8,9.7,13.6,7.6,2012-12-22
2012,12,23,77.4,0.0,10.9,13.0,8.0,2012-12-23
2012,12,24,70.2,0.0,11.7,16.4,7.0,2012-12-24
2012,12,25,,7.6,,16.6,8.0,2012-12-25
2012,12,26,83.5,6.0,9.7,13.4,4.4,2012-12-26
2012,12,27,70.3,1.8,10.8,14.6,5.8,2012-12-27
2012,12,28,,0.0,,14.4,6.4,2012-12-28
2012,12,29,,0.0,,16.4,5.4,2012-12-29
2012,12,30,64.5,0.0,12.2,16.6,5.2,2012-12-30
2012,12,31,,,,15.6,6.0,2012-12-31
2013,1,1,,,,17.0,5.0,2013-01-01
2013,1,2,63.7,0.0,11.9,14.8,5.8,2013-01-02
2013,1,3,,0.0,,15.6,6.0,2013-01-03
2013,1,4,78.9,4.2,11.1,16.0,6.4,2013-01-04
2013,1,5,82.8,8.6,9.5,15.8,5.0,2013-01-05
2013,1,6,76.0,3.8,10.9,15.8,6.2,2013-01-06
2013,1,7,65.5,0.0,12.3,17.0,5.0,2013-01-07
2013,1,8,,8.4,,16.0,7.6,2013-01-08
2013,1,9,71.3,,11.7,15.6,5.6,2013-01-09
2013,1,10,,7.3,,16.0,8.0,2013-01-10
2013,1,11,78.4,3.6,11.1,15.8,6.4,2013-01-11
2013,1,12,85.4,2.0,10.0,15.0,6.6,2013-01-12
2013,1,13,77.4,12.5,11.1,17.8,5.8,2013-01-13
2013,1,14,,11.8,,16.8,6.8,2013-01-14
2013,1,15,79.5,3.2,11.0,15.6,6.2,2013-01-15
2013,1,16,83.2,13.4,10.8,16.0,7.0,2013-01-16
2013,1,17,87.5,6.9,9.2,15.1,1.5,2013-01-17
2013,1,18,87.4,2.6,8.3,15.6,2.8,2013-01-18
2013,1,19,,16.2,,19.6,1.2,2013-01-19
2013,1,20,86.6,3.5,9.9,19.6,4.5,2013-01-20
2013,1,21,63.2,8.0,12.1,17.4,4.0,2013-01-21
2013,1,22,,2.0,,16.4,,2013-01-22
2013,1,23,74.5,0.0,11.1,15.8,6.4,2013-01-23
2013,1,24,80.4,0.1,10.5,15.0,6.0,2013-01-24
2013,1,25,78.5,2.4,10.7,17.8,5.8,2013-01-25
2013,1,26,,1.7,,15.0,,2013-01-26
2013,1,27,85.9,0.0,11.9,16.4,5.6,2013-01-27
2013,1,28,70.7,11.6,12.7,16.8,5.9,2013-01-28
2013,1,29,77.4,11.7,11.0,15.6,6.1,2013-01-29
2013,1,30,86.1,1.3,9.6,14.2,6.8,2013-01-30
2013,1,31,,6.2,,15.8,5.6,2013-01-31
2013,2,1,77.7,2.6,10.7,16.0,6.5,2013-02-01
2013,2,2,,0.4,,15.4,7.0,2013-02-02
2013,2,3,79.6,0.8,10.1,13.6,7.0,2013-02-03
2013,2,4,80.1,0.0,10.7,14.4,6.6,2013-02-04
2013,2,5,77.0,4.3,11.5,14.6,8.0,2013-02-05
2013,2,6,83.0,8.2,9.9,13.8,7.0,2013-02-06
2013,2,7,85.1,5.0,10.9,13.2,7.0,2013-02-07
2013,2,8,82.3,1.8,10.9,14.4,7.0,2013-02-08
2013,2,9,78.3,2.0,11.1,16.4,7.4,2013-02-09
2013,2,10,,4.1,,16.2,7.8,2013-02-10
2013,2,11,77.8,3.2,11.1,16.0,6.2,2013-02-11
2013,2,12,79.9,0.0,11.0,16.2,4.0,2013-02-12
2013,2,13,79.6,9.0,10.9,14.4,6.2,2013-02-13
2013,2,14,88.0,1.8,9.8,14.6,6.4,2013-02-14
2013,2,15,86.3,1.4,10.1,14.0,7.0,2013-02-15
2013,2,16,84.3,5.0,10.5,13.6,7.6,2013-02-16
2013,2,17,83.4,3.8,10.5,15.8,6.8,2013-02-17
2013,2,18,79.1,7.8,11.7,15.8,7.0,2013-02-18
2013,2,19,85.8,14.0,11.1,15.2,6.8,2013-02-19
2013,2,20,82.2,10.1,9.9,14.0,6.6,2013-02-20
2013,2,21,85.3,12.6,10.7,14.0,6.4,2013-02-21
2013,2,22,84.1,4.3,9.8,13.8,6.2,2013-02-22
2013,2,23,72.7,12.4,12.1,15.2,7.6,2013-02-23
2013,2,24,72.1,0.2,12.3,16.6,7.8,2013-02-24
2013,2,25,77.0,14.5,11.8,16.0,8.0,2013-02-25
2013,2,26,84.4,9.3,10.4,15.8,5.6,2013-02-26
2013,2,27,78.1,28.7,11.1,15.2,6.8,2013-02-27
2013,2,28,76.3,8.5,11.4,14.6,5.6,2013-02-28
2013,3,1,74.4,0.5,12.4,15.8,6.0,2013-03-01
2013,3,2,73.0,0.0,12.5,16.2,7.8,2013-03-02
2013,3,3,,32.6,,15.4,,2013-03-03
2013,3,4,83.0,9.0,10.5,15.6,6.4,2013-03-04
2013,3,5,78.6,4.0,11.5,15.8,7.0,2013-03-05
2013,3,6,73.4,0.1,11.6,16.6,6.6,2013-03-06
2013,3,7,79.7,0.8,11.4,16.4,7.8,2013-03-07
2013,3,8,74.7,6.4,11.1,15.2,5.4,2013-03-08
2013,3,9,100.0,0.6,11.1,15.8,7.4,2013-03-09
2013,3,10,72.1,8.8,11.8,16.2,7.6,2013-03-10
2013,3,11,,5.2,,16.0,7.8,2013-03-11
2013,3,12,73.1,0.2,10.6,17.4,4.8,2013-03-12
2013,3,13,71.5,0.0,12.2,16.8,8.6,2013-03-13
2013,3,14,66.7,1.0,11.2,16.4,5.0,2013-03-14
2013,3,15,71.1,4.8,10.9,13.8,8.0,2013-03-15
2013,3,16,78.7,14.5,10.7,14.6,7.0,2013-03-16
2013,3,17,76.4,3.4,10.9,14.8,6.6,2013-03-17
2013,3,18,72.0,0.5,12.0,16.0,6.0,2013-03-18
2013,3,19,63.6,0.0,12.1,18.0,4.4,2013-03-19
2013,3,20,66.2,0.0,10.9,16.4,3.0,2013-03-20
2013,3,21,71.4,0.0,10.6,16.4,2.8,2013-03-21
2013,3,22,68.6,0.0,11.1,17.0,4.0,2013-03-22
2013,3,23,68.6,0.0,11.9,17.2,5.6,2013-03-23
2013,3,24,70.6,0.0,10.7,15.8,3.4,2013-03-24
2013,3,25,65.2,0.5,11.7,15.6,3.8,2013-03-25
2013,3,26,67.5,2.8,11.8,16.0,4.0,2013-03-26
2013,3,27,67.5,0.0,10.3,14.0,4.2,2013-03-27
2013,3,28,69.8,4.3,10.3,14.0,5.0,2013-03-28
2013,3,29,64.0,0.0,10.9,14.8,3.6,2013-03-29
2013,3,30,70.3,0.0,11.7,16.0,3.8,2013-03-30
2013,3,31,68.0,0.0,12.5,17.0,7.0,2013-03-31
2013,4,1,71.0,5.4,10.4,15.6,6.0,2013-04-01
2013,4,2,62.3,0.0,11.5,16.0,4.8,2013-04-02
2013,4,3,65.0,0.0,12.1,16.8,5.4,2013-04-03
2013,4,4,62.7,0.0,11.5,15.0,5.0,2013-04-04
2013,4,5,72.3,0.0,10.1,16.2,3.0,2013-04-05
2013,4,6,66.9,0.0,10.0,15.8,3.4,2013-04-06
