month,tmean
1,11.540083370849548
2,11.351122389516888
3,11.388683087321095
4,10.826995775145097
5,9.487295615757262
6,8.192644659112537
7,7.983261416161205
8,9.079969117186412
9,10.51469264889067
10,11.872569780453802
11,12.66083487766106
12,12.248392785430832
