ym,tmean,tmax,tmin,rh,precip,n_tmean,n_rh,n_precip,days_expected,days_missing,longest_gap,n_calibrated,wmo_valid,dtr,year,month
2017-08-01,9.67,16.95483870967742,0.78,51.443333333333335,0.0,30,30,31,31,1,1,0,True,16.17483870967742,2017,8
2017-09-01,10.263333333333332,15.913333333333332,3.74,62.736666666666665,62.3,30,30,30,30,0,0,0,True,12.173333333333332,2017,9
2017-10-01,11.359937677248862,17.41290322580645,4.109677419354839,56.586666666666666,65.2,31,30,30,31,0,0,1,True,13.30322580645161,2017,10
2017-11-01,12.83251886275505,18.52,5.753333333333333,51.970370370370375,23.9,30,27,26,30,0,0,3,True,12.766666666666666,2017,11
2017-12-01,12.449337335062342,17.76774193548387,6.286666666666666,,68.5,30,24,30,31,1,1,6,True,11.481075268817204,2017,12
2018-01-01,11.046434145919749,15.98709677419355,5.787096774193548,68.988,171.1,31,25,30,31,0,0,6,True,10.200000000000001,2018,1
2018-02-01,10.904276045062717,15.299999999999999,6.242857142857143,72.096,152.1,28,25,26,28,0,0,3,True,9.057142857142857,2018,2
2018-03-01,10.795725352038302,15.116129032258065,6.038709677419354,71.36666666666667,114.1,31,27,30,31,0,0,4,True,9.07741935483871,2018,3
2018-04-01,10.324970618331289,15.68,4.286666666666666,60.09655172413793,33.199999999999996,30,29,29,30,0,0,1,True,11.393333333333334,2018,4
2018-05-01,9.087096774193547,15.516129032258064,1.6387096774193548,53.76451612903226,7.8,31,31,30,31,0,0,0,True,13.87741935483871,2018,5
2018-06-01,8.187283436565055,14.046666666666665,1.0413793103448277,59.06071428571429,12.9,29,28,30,30,1,1,1,True,13.005287356321837,2018,6
2018-07-01,8.703333333333335,14.793333333333333,1.1866666666666668,61.69666666666667,32.1,30,30,31,31,1,1,0,True,13.606666666666666,2018,7
2018-08-01,8.712903225806452,15.038709677419355,1.3741935483870968,59.24516129032258,0.0,31,31,28,31,0,0,0,True,13.664516129032258,2018,8
2018-09-01,10.326666666666666,16.753333333333334,2.42,53.68,3.6,30,30,30,30,0,0,0,True,14.333333333333334,2018,9
2018-10-01,11.72426809098871,16.6,5.503225806451613,59.64074074074074,45.5,31,27,31,31,0,0,4,True,11.096774193548388,2018,10
2018-11-01,13.639535335636507,19.086666666666666,6.5600000000000005,54.364,22.7,30,25,28,30,0,0,5,True,12.526666666666666,2018,11
2018-12-01,12.727239610263387,17.838709677419356,6.12,57.42,89.8,30,25,30,31,1,1,5,True,11.718709677419355,2018,12
2019-01-01,11.845985338553115,16.812903225806455,7.02,67.70357142857144,148.2,30,28,30,31,1,1,2,True,9.792903225806455,2019,1
2019-02-01,11.516107568677535,15.971428571428572,7.0,71.80416666666666,78.7,27,24,25,28,1,1,3,True,8.971428571428572,2019,2
2019-03-01,11.726049504113107,16.62666666666667,6.666666666666667,68.68148148148148,43.7,29,27,30,31,2,1,2,True,9.96,2019,3
2019-04-01,11.089866857535268,16.433333333333334,5.593333333333334,66.47586206896551,58.599999999999994,30,29,30,30,0,0,1,True,10.84,2019,4
