ym,tmean_senamhi,tmean_nasa
2015-02-01,11.124940304337768,9.112142857142857
2015-03-01,10.847639882567057,8.683870967741935
2015-04-01,9.92421186370442,7.659666666666666
2015-05-01,9.75,6.347096774193548
2015-06-01,8.886666666666667,6.428333333333333
2015-07-01,8.219354838709679,4.808709677419355
2015-08-01,8.887096774193548,6.0848387096774195
2015-09-01,10.136666666666668,7.472333333333333
2015-10-01,11.17765014229086,8.644838709677419
2015-11-01,12.578549597925075,10.350666666666665
2015-12-01,12.53309180635177,10.23258064516129
2016-01-01,12.80247155487496,10.419354838709678
2016-02-01,11.769919943381412,10.027931034482759
2016-03-01,12.964475145905574,10.297741935483872
2016-04-01,10.985090394075511,8.563333333333333
2016-05-01,10.13225806451613,6.5770967741935475
2016-06-01,8.729999999999999,5.450333333333333
2016-07-01,8.461290322580645,5.76516129032258
2016-08-01,9.406451612903227,6.4954838709677425
2016-09-01,10.657798115246711,7.800666666666667
2016-10-01,11.209334287676338,8.287096774193548
2016-11-01,12.2086693736693,9.090666666666667
2016-12-01,12.607627390192294,9.779677419354838
2017-01-01,10.990129718361356,9.13483870967742
2017-02-01,11.925,9.7325
2017-03-01,10.399381633339376,8.817419354838709
2017-04-01,10.13103448275862,8.155666666666667
2017-05-01,9.761290322580646,7.150322580645161
2017-06-01,8.693316919226818,6.218
2017-07-01,8.12,6.0367741935483865
2017-08-01,9.67,6.651290322580645
2017-09-01,10.263333333333332,7.659666666666666
2017-10-01,11.359937677248862,8.626129032258065
2017-11-01,12.83251886275505,10.055
2017-12-01,12.449337335062342,9.814193548387097
2018-01-01,11.046434145919749,8.867096774193548
2018-02-01,10.904276045062716,8.889285714285714
2018-03-01,10.795725352038302,8.68032258064516
2018-04-01,10.324970618331289,8.091000000000001
2018-05-01,9.087096774193547,6.60741935483871
2018-06-01,8.187283436565055,5.376333333333333
2018-07-01,8.703333333333335,5.790322580645161
2018-08-01,8.712903225806452,5.833548387096775
2018-09-01,10.326666666666666,7.942666666666667
2018-10-01,11.72426809098871,8.459354838709677
2018-11-01,13.639535335636507,10.007666666666667
2018-12-01,12.727239610263387,9.34258064516129
2019-01-01,11.845985338553117,9.376451612903226
2019-02-01,11.516107568677535,8.636785714285713
2019-03-01,11.726049504113108,9.433225806451613
2019-04-01,11.089866857535268,8.905
2019-05-01,9.839848559868022,6.79516129032258
2019-06-01,8.644925221714375,6.085
2019-07-01,8.212903225806452,5.299354838709678
2019-08-01,9.341935483870968,6.643870967741936
2019-09-01,11.289779111687446,8.115
2019-10-01,11.904684377341187,8.230967741935483
2019-11-01,11.819084640024222,9.620333333333333
2019-12-01,12.526052248485655,9.603548387096774
2020-01-01,12.055869754800764,9.76
2020-02-01,11.947519903589972,9.337241379310344
2020-12-01,12.331218070255735,9.603225806451613
2021-01-01,11.030631839472106,8.538064516129033
2021-03-01,10.576628208421656,8.462580645161289
2021-04-01,10.396741045793975,7.893666666666666
2021-05-01,9.619354838709675,7.114193548387097
2021-06-01,9.010344827586207,5.605666666666666
2021-07-01,9.058064516129033,6.248387096774193
2021-08-01,9.50967741935484,6.663548387096774
2021-09-01,11.025268933157156,8.783999999999999
2021-10-01,12.68701185885695,9.70483870967742
2021-11-01,13.002399087010826,9.973333333333333
2021-12-01,11.499294985831432,9.180967741935484
2022-01-01,11.385806122209642,9.20516129032258
2022-02-01,10.99134524975355,8.927142857142858
2022-03-01,11.01003809092243,8.688064516129032
2022-08-01,9.758064516129032,6.585806451612903
2022-09-01,11.103333333333332,7.775666666666667
2023-08-01,10.24860226649049,7.2787096774193545
2023-09-01,12.646666666666668,9.019
2023-10-01,14.212005564958709,10.709354838709677
2023-11-01,14.2132544259287,10.697666666666667
2023-12-01,13.61265323876006,10.782580645161291
2024-03-01,12.190955956884403,9.886451612903226
2024-04-01,12.723851548725197,10.123666666666667
2024-05-01,11.577084757236756,8.095161290322581
2024-06-01,9.45,7.096333333333333
2024-07-01,9.419354838709678,6.299354838709678
2024-08-01,10.922580645161291,7.450322580645161
2024-09-01,12.912334039471462,9.812999999999999
2024-10-01,13.298577368067058,10.099677419354839
2024-11-01,13.774716522945845,10.765333333333333
2024-12-01,14.060437853492836,10.693548387096774
